4745385269236;ANTHONY;NULL;;1807-6-6;78648039031;ANTHONY;Charles@gmail.com
3625020556879;SCHWARTZ;F;Divorciado;1867-10-21;30010353764;SCHWARTZ;Dorothy@gmail.com
2364561473129;LAMAR;;Soltero;716-9-26;7254153281;LAMAR;Dean@gmail.com
1353301700994;JOHN;;Union de hecho;231-6-21;65952734814;JOHN;Thomas@gmail.com
5751445825144;KNIGHT;F;NULL;1203-4-7;42555757780;KNIGHT;Janine@gmail.com
4189567274941;LUCILLE;NULL;Divorciado;827-3-32;69695069086;LUCILLE;Ronnie@gmail.com
5493351273984;JOSE;NULL;Divorciado;974-6-25;82182820672;JOSE;Mary@gmail.com
131941968930;RUTH PERALTA;F;Union de hecho;590-7-29;83963316447;RUTH PERALTA;George@gmail.com
6051003062065;LAVERNE BROWN;NULL;Divorciado;699-10-18;38123449220;LAVERNE BROWN;Susan@gmail.com
2245869450339;PEDIGO;M;Casado;201-2-18;64008340569;PEDIGO;Ronald@gmail.com
1305700009399;JOSEPH GALLON;;Divorciado;1470-1-20;72727269760;JOSEPH GALLON;David@gmail.com
8839905992049;ANDREW;NULL;Viudo;1577-8-1;99795264951;ANDREW;Oscar@gmail.com
894089694238;ROBERT JONES;;Viudo;1417-14-24;86585890166;ROBERT JONES;Cara@gmail.com
2830185616220;FREEMAN;M;;1794-4-2;10260603237;FREEMAN;Floyd@gmail.com
7051327172145;BARBARA;;Viudo;1767-9-12;75350756231;BARBARA;Esteban@gmail.com
8811115853142;ANNIE;F;Soltero;104-4-22;16392196635;ANNIE;Mary@gmail.com
7818009810732;DAVE;F;Union de hecho;1238-4-3;83399052495;DAVE;Enrique@gmail.com
2271230608144;MARILYNN MARSHALL;F;Soltero;1923-4-22;8941082306;MARILYNN MARSHALL;Tommy@gmail.com
1536857347677;MCCAW;M;NULL;623-8-9;44387778409;MCCAW;Scott@gmail.com
9370947893774;AARON FREDERICKSON;NULL;Soltero;355-9-29;64592943877;AARON FREDERICKSON;Kyle@gmail.com
4848375043388;LUANN PHAM;;Divorciado;1050-4-28;11367405419;LUANN PHAM;Billy@gmail.com
1424738637893;CAROLYN;;Casado;531-4-32;58123540096;CAROLYN;Prudence@gmail.com
2504640635083;LACOY;;Viudo;191-2-19;34480061718;LACOY;Rick@gmail.com
1582936079923;KATHLEEN;;Casado;892-7-2;65524848414;KATHLEEN;Mary@gmail.com
1304154355502;TRICIA;F;Casado;83-8-27;10501008809;TRICIA;Robert@gmail.com
9058261230262;NORMAN CHUA;NULL;;1522-7-27;46753094000;NORMAN CHUA;Neil@gmail.com
1681370830591;MABEL;M;Divorciado;794-12-16;79279724927;MABEL;Joe@gmail.com
3741126060893;DEBORAH;M;Viudo;1446-1-30;27272609268;DEBORAH;William@gmail.com
4529620473745;JEFFREY HESS;;;295-5-9;50390168463;JEFFREY HESS;Josephine@gmail.com
5763979887449;BAILEY;M;;1127-13-3;91237245878;BAILEY;Wilbert@gmail.com
3459655681488;SOUTHERLAND;F;Soltero;1911-2-16;52453097485;SOUTHERLAND;Katherine@gmail.com
9888337116600;THOMAS HESTER;;Union de hecho;579-12-25;30819488288;THOMAS HESTER;Thomas@gmail.com
6814741938568;GINGER;M;;1090-4-6;55423312698;GINGER;Jennifer@gmail.com
9119297091005;DIANA ARMSTRONG;NULL;Union de hecho;568-14-2;73089124677;DIANA ARMSTRONG;Roger@gmail.com
5217263960873;HORVATH;;Divorciado;945-13-13;98861197393;HORVATH;Michelle@gmail.com
5191431370202;CURTIS ALLEN;;Casado;1250-10-5;34354528386;CURTIS ALLEN;Christina@gmail.com
1275421100932;MUELLER;;;456-1-7;82540207168;MUELLER;Carl@gmail.com
4192967430930;EVERETT;NULL;Soltero;1607-5-29;77889234534;EVERETT;George@gmail.com
3700769378383;MARGARET MATTE;NULL;Casado;1102-4-23;83748949851;MARGARET MATTE;Phil@gmail.com
5001459108305;RIVERA;M;NULL;1539-7-15;80792974321;RIVERA;Lena@gmail.com
5287075103194;HARVEY;NULL;Soltero;1464-1-6;32037598903;HARVEY;Jennifer@gmail.com
7887784452150;LOW;;Soltero;955-3-6;18610237221;LOW;Matthew@gmail.com
4119042154269;MICHAEL HENRY;M;Casado;2000-10-22;55088094539;MICHAEL HENRY;Jerry@gmail.com
6161234208302;VANWINKLE;NULL;Union de hecho;87-5-13;42099103980;VANWINKLE;Leo@gmail.com
5091258457122;KELLY;;;827-11-8;52203164416;KELLY;Kimberly@gmail.com
6289019144204;ROSE JACOBSON;;Viudo;1194-6-4;52425030187;ROSE JACOBSON;Robert@gmail.com
6684954228657;MICHAEL;;Soltero;4-11-6;64971219507;MICHAEL;Joshua@gmail.com
7801949323709;FRED CHISHOLM;NULL;Union de hecho;164-4-14;37280599270;FRED CHISHOLM;Wilber@gmail.com
9346145408166;BETTY ADLER;;Soltero;458-12-15;8743200669;BETTY ADLER;Amanda@gmail.com
2546113906032;MCMANUS;;;1862-6-20;62621454438;MCMANUS;Rex@gmail.com
9934769536101;MILLER;M;NULL;408-7-23;14190591295;MILLER;Theresa@gmail.com
8884067096305;WEEKS;F;Soltero;969-8-16;87500753312;WEEKS;Clara@gmail.com
7130562155297;WOOD;M;Divorciado;944-6-11;71427280327;WOOD;Daniel@gmail.com
7648160223314;PEREZ;F;Soltero;7-4-10;68443124692;PEREZ;Alicia@gmail.com
8869548799913;JONATHAN FERGUSON;F;Soltero;835-14-17;77440140762;JONATHAN FERGUSON;Kevin@gmail.com
963707035701;SCROGGS;M;Viudo;1255-9-23;36131955891;SCROGGS;Charles@gmail.com
7706761056245;JONATHAN WHITE;;Divorciado;1467-4-27;77668803784;JONATHAN WHITE;Ronald@gmail.com
3577733222632;STARKS;NULL;Divorciado;367-11-21;8873752531;STARKS;William@gmail.com
6890370767074;RITA STEVENSON;;NULL;821-8-22;56866269663;RITA STEVENSON;Kristin@gmail.com
3249100978861;JUAN;NULL;Viudo;1175-5-7;22896420700;JUAN;Abigail@gmail.com
4511178374716;RAMIREZ;NULL;Casado;1669-5-16;88094591666;RAMIREZ;Raymond@gmail.com
7017865128061;JERRY VINCENT;NULL;Casado;798-14-13;35710134088;JERRY VINCENT;Robert@gmail.com
9569741146604;KARL FULLER;F;;1488-8-23;7881838436;KARL FULLER;Donna@gmail.com
4110838704130;PITTS;NULL;Viudo;240-3-30;96553807095;PITTS;Eva@gmail.com
6788204580022;JEFFREY SMITH;F;Casado;9-4-29;98880391753;JEFFREY SMITH;Charles@gmail.com
4090513592810;GUTIERREZ;F;Soltero;721-1-11;36807460624;GUTIERREZ;John@gmail.com
5035400170428;WILLIAMS;NULL;Casado;1657-11-4;26252329944;WILLIAMS;Edward@gmail.com
3081143660100;WILLIE;F;NULL;1911-8-12;65083628706;WILLIE;Sarah@gmail.com
9677289303593;PAT;;;1886-14-3;73883956028;PAT;Estelle@gmail.com
4590490139034;ARLINE;F;Divorciado;383-4-21;73022277937;ARLINE;Freida@gmail.com
8838170951803;DANIEL;M;Viudo;1571-5-26;95193653933;DANIEL;Joyce@gmail.com
444233323878;MARY;NULL;;879-9-26;48500437016;MARY;Desirae@gmail.com
5174192118232;MAYS;F;;533-13-3;33027263160;MAYS;Jaqueline@gmail.com
2242656772182;DAVID ROBINSON;;Divorciado;1659-14-10;63905977795;DAVID ROBINSON;Evelyn@gmail.com
6823960364339;DAILY;F;Viudo;1604-8-11;84406122248;DAILY;Dann@gmail.com
8351398301264;PORTER;M;Divorciado;77-9-31;46563520771;PORTER;Melissa@gmail.com
2869548887107;JESSICA JIMENEZ;F;Union de hecho;459-1-22;86328197533;JESSICA JIMENEZ;Billy@gmail.com
3577652998687;DIANA;F;NULL;1378-7-8;96062585648;DIANA;Joyce@gmail.com
4618452705072;GLADYS JOSEPH;M;Soltero;715-7-17;48622866253;GLADYS JOSEPH;Tracy@gmail.com
4949537169710;ROBERT FLORES;M;Viudo;1897-4-6;1535790679;ROBERT FLORES;Dennis@gmail.com
2843251730145;JOHN BUTTERFIELD;M;Union de hecho;728-1-19;80395447907;JOHN BUTTERFIELD;Lawrence@gmail.com
7858575522681;LEBEL;F;Union de hecho;664-4-9;6069323407;LEBEL;Mary@gmail.com
1051122392766;FRANKLIN MENDEZ;F;;2000-14-20;26718817531;FRANKLIN MENDEZ;Harry@gmail.com
5142160266767;DONNA;;NULL;1992-8-32;33850380336;DONNA;Larry@gmail.com
2831190663656;MEYER;M;Divorciado;69-7-19;37073673137;MEYER;Patricia@gmail.com
1342888649033;NUGENT;NULL;NULL;996-14-33;24453398192;NUGENT;Edward@gmail.com
9242491237980;DANSIE;;Union de hecho;1350-13-18;86999286428;DANSIE;Katherine@gmail.com
9777921453581;ARNOLD;M;Union de hecho;1267-6-24;72256443656;ARNOLD;Alfred@gmail.com
3240498634072;WILLIAMS;NULL;Union de hecho;1877-1-7;93230933255;WILLIAMS;Robert@gmail.com
6537447053179;NATALIE;F;Union de hecho;644-5-2;71729531720;NATALIE;Paul@gmail.com
425362101971;SHOEMAKER;;Soltero;280-4-22;36421078894;SHOEMAKER;Luis@gmail.com
5675759607604;THOMAS;M;;325-10-19;94354806361;THOMAS;Emanuel@gmail.com
1354544370933;KEY;;;471-5-3;13952925046;KEY;Karen@gmail.com
6788885260018;PEREZ;F;Viudo;1378-8-4;70518811460;PEREZ;Richard@gmail.com
5749894828004;NICK BOLDENOW;F;Soltero;390-13-33;4028068122;NICK BOLDENOW;Mark@gmail.com
5900556994572;BARBARA;;Viudo;478-12-18;54397178637;BARBARA;Gregory@gmail.com
5575321280552;CARMEN;F;Divorciado;517-4-14;98878604408;CARMEN;Joe@gmail.com
3119735020784;VERNON COOK;M;Union de hecho;710-6-32;77695340626;VERNON COOK;Alicia@gmail.com
858937170435;FRANCES BUSHBY;;Viudo;1733-13-22;99151216911;FRANCES BUSHBY;Larry@gmail.com
8503514367554;CUNNINGHAM;;Viudo;479-5-8;61365395023;CUNNINGHAM;Mike@gmail.com
6157132848441;STELLA ROBERTSON;M;Divorciado;1004-14-27;53104860557;STELLA ROBERTSON;Oscar@gmail.com
6235514476503;ROBERT;NULL;Divorciado;1530-6-32;77529383339;ROBERT;Verna@gmail.com
968093698455;KORY DAWSON;NULL;Viudo;631-4-1;7111502387;KORY DAWSON;Josh@gmail.com
8038842570611;CHARLENE;;Casado;327-8-4;87315952380;CHARLENE;Florine@gmail.com
9495583770978;TYLER ELLIOTT;M;Union de hecho;64-12-5;13881613961;TYLER ELLIOTT;Marcus@gmail.com
8809325031672;CARISSA;NULL;Soltero;537-1-32;64455472352;CARISSA;Stanton@gmail.com
3026821924007;DEMETRIA WALKER;F;Union de hecho;611-8-33;2829609159;DEMETRIA WALKER;Michael@gmail.com
6704226817086;LAROCCA;NULL;Casado;377-4-18;58212064995;LAROCCA;Maxine@gmail.com
8393922519741;HUTTON;;Union de hecho;470-12-26;8715593762;HUTTON;Kirk@gmail.com
3055006149353;RUSSELL;F;Divorciado;839-6-11;98823840474;RUSSELL;William@gmail.com
7366508063076;SHIRLEY;NULL;;431-13-24;24059644215;SHIRLEY;Sandra@gmail.com
8233160055283;POWELL;F;Union de hecho;923-11-3;13274660646;POWELL;Linda@gmail.com
2893552058383;HAMILTON;NULL;Casado;1522-8-23;82497811263;HAMILTON;Roy@gmail.com
2521896076399;THOMAS;M;Union de hecho;133-1-2;18077187141;THOMAS;Joseph@gmail.com
2834330103909;ROSALINA;M;Union de hecho;140-4-28;74695775950;ROSALINA;David@gmail.com
348861493153;STONER;M;NULL;1570-4-14;4952651165;STONER;Nathaniel@gmail.com
6214455456891;SHERRIE;F;Viudo;1353-12-6;55194421526;SHERRIE;Fred@gmail.com
8363755821023;JAMES DORSEY;NULL;Viudo;404-11-13;80477245302;JAMES DORSEY;Sandra@gmail.com
3658836331000;BURTON;NULL;Union de hecho;1934-10-19;10750693777;BURTON;Matilda@gmail.com
4431854074735;SALVADOR ROSALES;M;Casado;1818-8-27;94243603103;SALVADOR ROSALES;David@gmail.com
2845528273997;MAY;F;Soltero;116-2-3;17969252177;MAY;Denis@gmail.com
1327503962148;DOROTHY;F;Union de hecho;1907-13-24;19505201790;DOROTHY;Herman@gmail.com
2498309197411;DREW;;;1774-13-9;27690036488;DREW;Linda@gmail.com
998873870145;MICHAEL OBER;;Casado;1083-10-1;75917323784;MICHAEL OBER;Sandra@gmail.com
2728757666964;MICHAEL;M;NULL;896-14-10;11156821365;MICHAEL;James@gmail.com
5115655007927;BENNETT;F;Divorciado;743-9-14;45501031969;BENNETT;Eddie@gmail.com
3158584865480;ASHELY;;Casado;771-2-29;36329610846;ASHELY;Hattie@gmail.com
5415827608198;SMITH;M;Soltero;1287-1-13;40877819787;SMITH;Curtis@gmail.com
5077049022086;KENNETH ROSE;F;;1591-3-24;51277739509;KENNETH ROSE;Tabatha@gmail.com
8702718244585;PAULA;M;Viudo;898-9-6;31476155469;PAULA;Victor@gmail.com
6199463942413;TREANOR;NULL;Soltero;1987-7-29;20138924309;TREANOR;John@gmail.com
9301157760962;CARRIE;F;NULL;726-5-1;9992765689;CARRIE;Larry@gmail.com
5260652756445;WERT;NULL;Union de hecho;1789-1-2;25012397309;WERT;Gary@gmail.com
4345717453442;PATRICIA MOORE;M;NULL;1232-14-11;39457486390;PATRICIA MOORE;Frederick@gmail.com
2857832055733;KEHOE;NULL;Soltero;394-4-27;44495669001;KEHOE;Kathy@gmail.com
6160594869050;DENNIS;;Viudo;116-6-8;83330226573;DENNIS;Raymond@gmail.com
3671096445168;NOELLE;;Divorciado;1912-10-18;48469783176;NOELLE;Ashely@gmail.com
5705533387600;MARTINEZ;F;Viudo;781-13-31;60974331000;MARTINEZ;Ethel@gmail.com
412223071030;HAROLD;;Union de hecho;339-4-33;5263739252;HAROLD;Christopher@gmail.com
381326682388;RIVERA;F;Divorciado;1147-8-20;2479157775;RIVERA;Marta@gmail.com
1285905980963;GEORGE HARTEN;M;;1403-10-30;70484534519;GEORGE HARTEN;Ronald@gmail.com
7951852178717;WILLIAM;NULL;Soltero;1678-13-20;99077719826;WILLIAM;Leonard@gmail.com
8798256709132;MATTIE;F;Viudo;993-1-2;37564096317;MATTIE;Michelle@gmail.com
7751884325867;GLEASON;;Soltero;22-3-26;9424701405;GLEASON;Jonathan@gmail.com
6432913477249;ZACH;M;Union de hecho;736-10-22;33844912362;ZACH;Victor@gmail.com
734596539071;SHEILA;F;Soltero;164-14-21;83828247187;SHEILA;James@gmail.com
5779148613341;JONATHON VASQUEZ;F;NULL;1841-5-26;73169636412;JONATHON VASQUEZ;Nancy@gmail.com
4568737817265;WALSH;F;Union de hecho;900-8-29;90972237417;WALSH;Charles@gmail.com
2885976916504;ALBERT;NULL;Divorciado;1064-12-14;4968615907;ALBERT;Christopher@gmail.com
8746410658428;JODY MATAVA;NULL;Viudo;2016-7-18;95793988231;JODY MATAVA;Patricia@gmail.com
6896392650495;HEATHER;;Casado;991-2-21;56282760678;HEATHER;Jimmy@gmail.com
7844477558022;LANDIS;;;1316-14-28;18123889311;LANDIS;Jane@gmail.com
4566090152982;BOZWELL;NULL;Divorciado;810-8-13;58667676779;BOZWELL;Miguel@gmail.com
2691553906146;PATRICIA;F;Divorciado;92-7-20;1042739852;PATRICIA;Earle@gmail.com
8239843124108;MICHELLE DYAR;F;Viudo;597-4-22;74770526297;MICHELLE DYAR;Bessie@gmail.com
8330161136591;GRAVES;M;Union de hecho;1247-5-26;26967941532;GRAVES;Sharon@gmail.com
2733915781392;MARTIN KELLY;F;Casado;809-8-19;46940058921;MARTIN KELLY;Eugene@gmail.com
1312932144622;CHRISTOPHER;;NULL;505-13-23;68221066215;CHRISTOPHER;Walter@gmail.com
1730163027847;KEVIN VILLANUEVA;F;Soltero;588-9-7;62294900251;KEVIN VILLANUEVA;Jaclyn@gmail.com
5602948594765;ANTHONY;;;112-11-25;15888679762;ANTHONY;John@gmail.com
6971330980815;MARILYN;NULL;Divorciado;604-5-23;29026423686;MARILYN;Manuel@gmail.com
8518362352210;VAUGHAN;F;Viudo;1479-4-25;75810470441;VAUGHAN;Susan@gmail.com
5895485877341;BARBARA;F;Viudo;1928-2-3;8011940742;BARBARA;Eva@gmail.com
5736258070324;JUANITA CHERRY;M;NULL;849-7-25;39894504046;JUANITA CHERRY;Dollie@gmail.com
4009739617249;ALMA;M;Casado;690-3-30;6943927866;ALMA;Lucia@gmail.com
8294282190733;BOYLE;NULL;NULL;1774-4-33;75086076860;BOYLE;Will@gmail.com
3432694951498;BETH;F;Soltero;1731-9-11;36799731542;BETH;Guillermina@gmail.com
7762051069170;MATTHEW;NULL;NULL;1005-4-9;78712880063;MATTHEW;Malcolm@gmail.com
466552471044;ANN HARCOURT;M;;201-5-32;11936052460;ANN HARCOURT;Arthur@gmail.com
531467680248;GREEN;F;Soltero;1159-9-9;17919697217;GREEN;Janice@gmail.com
6263062324809;MELVILLE;NULL;Casado;1477-6-26;17727842388;MELVILLE;Lauretta@gmail.com
3515523948602;CASPARI;;;554-4-12;1422979930;CASPARI;Brandon@gmail.com
8495540707335;BONNIE MCCLURE;;Viudo;1248-12-17;47634731210;BONNIE MCCLURE;Norma@gmail.com
6765011742138;LANSDALE;NULL;Casado;1612-7-11;22419136002;LANSDALE;Dawn@gmail.com
9551765237860;MELANIE;M;Soltero;428-12-33;88461936995;MELANIE;Roberta@gmail.com
6666240177350;FRANK;F;Casado;196-14-19;85062411264;FRANK;James@gmail.com
7658189537887;THOMAS COLLIER;NULL;Soltero;1896-3-18;79332089427;THOMAS COLLIER;Steve@gmail.com
9796081567706;MARGARET SIMMONS;NULL;Divorciado;1202-4-4;96266244466;MARGARET SIMMONS;Kathy@gmail.com
3904073838989;SADDLER;M;NULL;699-7-9;52060626788;SADDLER;Antonio@gmail.com
8269922231574;WILLIAM KITZMILLER;NULL;NULL;106-2-33;25826100993;WILLIAM KITZMILLER;Eduardo@gmail.com
1456629071046;RODNEY VALENCIA;NULL;;231-7-19;99143501915;RODNEY VALENCIA;Beatriz@gmail.com
3838692519080;GLORIA;NULL;Viudo;681-3-9;15985397816;GLORIA;Mike@gmail.com
9346963230368;YOUNG;F;Soltero;1310-5-22;65736798920;YOUNG;Francis@gmail.com
3140047269558;CONSTANCE SURBER;;Union de hecho;1145-2-24;1429657048;CONSTANCE SURBER;Mark@gmail.com
742214227314;FIGUEROA;M;Soltero;1303-14-13;43887365147;FIGUEROA;Rose@gmail.com
6489211983344;CROWELL;NULL;Casado;1254-4-21;83591770209;CROWELL;Johanna@gmail.com
7556894123411;ELSIE;NULL;NULL;59-5-31;60213540617;ELSIE;Joel@gmail.com
5478750957064;TRENT WARREN;F;Viudo;491-13-5;9522434696;TRENT WARREN;Martin@gmail.com
6229705543140;CRISTINA GOTT;F;NULL;818-8-4;30799593773;CRISTINA GOTT;Joseph@gmail.com
6345218828974;TIMOTHY;M;Casado;1070-1-32;34284115783;TIMOTHY;Kevin@gmail.com
8790737541639;JOHN;NULL;Casado;693-5-8;66450362826;JOHN;Oscar@gmail.com
1123820392345;RAINWATER;;NULL;967-8-25;79572063511;RAINWATER;Anna@gmail.com
9003806076226;ANGELINA;M;Divorciado;1829-3-10;87827576114;ANGELINA;Gordon@gmail.com
9938541870461;GRACE;;Viudo;1277-12-24;77014547394;GRACE;Edward@gmail.com
8294096811732;REID;NULL;NULL;1671-5-21;51938287310;REID;Candace@gmail.com
4363624185969;PUGH;;Soltero;573-10-30;2732677167;PUGH;Gary@gmail.com
4175475968601;JESSIE;F;Casado;1044-6-27;95067969589;JESSIE;Wilbur@gmail.com
835595361775;BENJAMIN HALL;M;Casado;1839-11-4;7307525015;BENJAMIN HALL;Peter@gmail.com
4598864925684;WARRINGTON;;Casado;504-12-7;14938426167;WARRINGTON;Thomas@gmail.com
5479873697616;OSHELL;;Soltero;510-12-15;46488179393;OSHELL;Christopher@gmail.com
2932922265898;GONZALEZ;NULL;Viudo;749-3-9;69988455602;GONZALEZ;Angela@gmail.com
7305472347870;EARNEST;F;Casado;1506-3-16;89611270330;EARNEST;Cliff@gmail.com
9446316805316;LISA;M;Viudo;1837-9-8;59361938555;LISA;Kathleen@gmail.com
6649574500184;CAROL;NULL;Divorciado;1136-9-17;8910220095;CAROL;Christopher@gmail.com
6989583936274;MAY;NULL;Soltero;1882-12-3;79865313507;MAY;Patricia@gmail.com
8033598568571;PAUL;NULL;;277-6-27;33085258827;PAUL;Richard@gmail.com
2301500295379;FRENZ;NULL;Union de hecho;461-13-33;23386910779;FRENZ;William@gmail.com
6799284783131;DAVID;;NULL;1061-10-16;56752158983;DAVID;Jesse@gmail.com
7273751137300;DAVID;NULL;Soltero;574-5-5;20358129127;DAVID;Jonathan@gmail.com
3506843277275;TERESA;F;NULL;360-5-23;33997180359;TERESA;Max@gmail.com
4518921016576;DANIEL COOK;;Viudo;667-7-16;56451176227;DANIEL COOK;Dale@gmail.com
6280057457890;JENNIFER MCCOY;M;Soltero;1504-13-29;35058074067;JENNIFER MCCOY;Darlene@gmail.com
3367741679811;STAPP;;;1088-10-27;88468021857;STAPP;Kimberly@gmail.com
5239700759069;RONALD;NULL;Soltero;1567-9-18;91523790627;RONALD;Michael@gmail.com
2346899691581;DEDRA ROBINSON;M;Union de hecho;1692-1-25;23998131900;DEDRA ROBINSON;Sara@gmail.com
695595694843;CHRISTINE;NULL;Viudo;1023-12-3;41247492522;CHRISTINE;George@gmail.com
9047200617761;KENT;NULL;;766-2-7;68589525536;KENT;Bridget@gmail.com
8246481154413;SNOW;F;NULL;342-9-18;55759336258;SNOW;Floyd@gmail.com
5370926162008;JAMES SMITH;NULL;Divorciado;685-11-10;21340026005;JAMES SMITH;Zora@gmail.com
7206160694336;MOSER;NULL;Soltero;1677-3-6;66763601352;MOSER;Henry@gmail.com
4202939657001;LUJAN;NULL;Union de hecho;1721-9-3;80727945765;LUJAN;Cherish@gmail.com
143675499636;BRADLEY MADRIL;NULL;;668-3-11;37895922978;BRADLEY MADRIL;John@gmail.com
3381404317193;CIANCHETTI;M;;1852-13-7;78767592545;CIANCHETTI;Sheila@gmail.com
2914355143520;COX;NULL;NULL;1588-13-18;91748008890;COX;Owen@gmail.com
8036234817338;THOMAS;M;Divorciado;1597-10-17;31725487110;THOMAS;Jimmie@gmail.com
8359240656622;ANDREW;M;Soltero;412-3-16;2731584513;ANDREW;Edward@gmail.com
6653574864518;PATRICIA MOORE;F;;1153-8-29;7596878513;PATRICIA MOORE;Carl@gmail.com
7642622109229;MITCHELL BLAKELY;M;Union de hecho;13-4-15;67699621738;MITCHELL BLAKELY;Patricia@gmail.com
8164584022598;WILMA;NULL;Casado;1162-6-27;5325518301;WILMA;Michelle@gmail.com
4331646858235;CARLA BLAIR;;Union de hecho;952-2-5;84199133840;CARLA BLAIR;Carolina@gmail.com
3956691226568;JAMES EDWARDS;M;Soltero;1676-4-31;40804723879;JAMES EDWARDS;Joseph@gmail.com
9199554601510;BLANK;NULL;NULL;1100-10-28;16174762824;BLANK;Michael@gmail.com
1582015210885;RUSK;M;Union de hecho;1338-1-32;99231714479;RUSK;Dennis@gmail.com
6642744240277;CARRIE JENKINS;F;Union de hecho;1124-2-7;98794600344;CARRIE JENKINS;Ashley@gmail.com
7635637545443;PEGGY KINCER;NULL;NULL;169-2-1;181626496;PEGGY KINCER;Shelley@gmail.com
2324899063823;FREDDIE CARMICHAEL;;Viudo;261-12-17;42294558605;FREDDIE CARMICHAEL;Mary@gmail.com
8612059260301;TAMMY MAIER;NULL;Casado;751-7-26;24357076177;TAMMY MAIER;Carlos@gmail.com
2061288122910;SMITH;;Casado;1423-8-5;26544278095;SMITH;Dorothy@gmail.com
5319486258883;NGO;;Casado;1637-11-21;72066608970;NGO;Jess@gmail.com
6674727798903;STEVEN;M;;1254-13-23;36172112713;STEVEN;Rick@gmail.com
7679930160491;CRUMBLEY;;Soltero;1536-5-16;85539766471;CRUMBLEY;Derrick@gmail.com
430271784515;STANDIFER;F;Divorciado;760-13-27;43291449211;STANDIFER;Felipe@gmail.com
3584551614103;LOUIS;M;Union de hecho;1765-3-1;17427784708;LOUIS;Cecil@gmail.com
6787272049903;LUIS SANDERS;NULL;Viudo;1716-2-8;48635414930;LUIS SANDERS;Elliott@gmail.com
5773650229731;JOHNSON;;;1124-10-11;41544436445;JOHNSON;Sandra@gmail.com
3184271707282;MORALES;NULL;Soltero;1441-2-14;63639639823;MORALES;Arlene@gmail.com
699178223973;MICHAEL;F;Soltero;1357-6-11;76737267382;MICHAEL;Matthew@gmail.com
7222490775822;BRUNSON;F;Union de hecho;1759-1-16;68738328870;BRUNSON;Karen@gmail.com
4810289744384;HAMMONS;F;;163-8-10;40488184252;HAMMONS;Linda@gmail.com
